SPORT, DATE, COMP, BET-TYPE, MATCH-UP, BET, ODDS, STAKE, BOOK, RESULT, +/-
Soccer, 06/05 21:00, CHI1, Pre-Match, Palestino – Un. Concepcion 0:0.25, 2 Asian, 1.85, 25, bet365, 1-2, +21.25,
Soccer, 07/05 00:15, ELSLV1, Live, 2′ FAS – Audaz 0:0.5 (0-0), 1 Asian, 1.80, 20, bet365, 2-3, -20,
Soccer, 07/05 00:15, BOL1, Pre-Match, Nacional Potosi – Bolivar 0:0, 2 Asian, 1.825, 20, bet365, 1-2, +16.5,
Soccer, 11/05 01:15, SUDAM, Pre-Match, Boston River – Jaguares, 1 asian, 2.00, 20, bet365, 3-0, +20,
Soccer, 12/05 17:00, ESP2, Live, 19′ Valladolid – Albacete 0:0.75 (1-1), 1 asian, 1.85, 25, bet365, 3-2, +10.62,
Soccer, 12/05 17:00, ESP2, Live, 73′ Sporting Gijon – Barcelona B’ (2-2), over 4.5, 1.70, 20, bet365, 2-3, +14,
Soccer, 12/05 17:00, ARG1, Live, 75′ Huracan – Boca Juniors (3-3), over 6.5, 1.70, 20, pinnacle, 3-3, -20,
Soccer, 12/05 21:30, URU1, Live, 13′ River Plate – Defensor Sporting 0:0 (0-0), 2 asian, 1.83, 20, bet365, 1-0, -20,
Soccer, 12/05 21:30, ESP2, Live, 63′ Osasuna – Oviedo (1-1), over 2.5, 1.83, 20, bet365, 2-1, +16.5,
Soccer, 12/05 21:30, ARG1, Live, 75′ Olimpo – Talleres (1-1), over 2.5, 1.94, 25, pinnacle, 2-2, +23.57,
Soccer, 13/05 00:00, VEN1, Live, 10′ Deportivo Lara – Anzoategui 0:0.75 (0-0), 1 asian, 1.80, 25, bet365, 1-0, +10,
Soccer, 13/05 02:30, ECU1, Pre-Match, Independiente del Valle – El Nacional 0:0.75, 1 asian, 1.93, 20, pinnacle, 0-1, -20,
Soccer, 13/05 16:15, URU1, Live, 3′ Fenix – Rampla Juniors 0:0.25 (0-0), 1 asian, 1.87, 20, pinnacle, 1-3, -20,
Soccer, 13/05 17:00, ESP2, Live, 3′ Huesca – Alcorcon 0:0.5 (0-0), 1 asian, 1.88, 20, bet365, 1-1, -20,
Soccer, 13/05 20:00, MEX1, Pre-Match, Toluca – Tijuana 0:0.5, 1 asian, 1.92, 20, pinnacle, 4-1, +18.34,
Soccer, 13/05 21:30, URU1, Live, 5′ M. Wanderers – Racing Club (0-0), over 2.5, 2.03, 20, bet365, 0-1, -20,
Soccer, 13/05 22:30, VEN1, Live, 38′ Deportivo Tachira – Ac. Puerto Cabello 0:0.75 (0-0), 1 asian, 1.80, 35, pinnacle, 2-0, +28,
Soccer, 13/05 22:30, VEN1, Live, 75′ Zulia – Aragua (2-2), over 4.5, 1.66, 25, bet365, 2-4, +16.5,
Soccer, 14/05 02:00, ARG2, Live, 67′ Velez – Argentinos Juniors (1-1), over 2.5, 1.80, 15, bet365, 1-1, -15,
Soccer, 14/05 03:00, CHI1, Live, 1′ Un. Concepcion – Antofagasta 0:0.5 (0-0), 2 asian, 1.70, 15, bet365, 3-2, -15,
Soccer, 18/05 03:30, LIBER, Pre-Match, Deportivo Lara – Corinthians 0.5:0, 2 Asian, 1.86, 20, pinnacle, 2-7, +17.2,
Soccer, 18/05 22:30, VEN1, Live, 89′ Aragua – Zamora (2-2), over 4.5, 3.40, 5, bet365, 3-2, +12,
Soccer, 18/05 22:30, VEN1, Live, 67′ Mineros – Deportivo Tachira (1-0), over 1.75, 1.75, 25, bet365, 1-0, -25,
Soccer, 18/05 22:30, VEN1, Live, 45′ Aragua – Zamora (0-1), over 2.5, 1.95, 20, pinnacle, 3-2, +19.04,
Soccer, 19/05 21:00, PER1, Live, 30′ Binacional – Deportivo Municipal 0.25:0 (0-0), 1 asian, 2.00, 10, bet365, 0-0, +5,
Soccer, 19/05 21:00, PER1, Pre-Match, Binacional – Deportivo Municipal 0:0, 1 asian, 1.76, 20, pinnacle, 0-0, 0,
Soccer, 20/05 00:00, PAR1, Live, 28′ Sportivo Luqueno – Guarani 0:0 (0-0), 2 asian, 1.95, 20, bet365, 0-1, +19,
Soccer, 20/05 00:30, CHI1, Live, 4′ Union Espanola – Colo Colo 0:0 (0-0), 1 asian, 1.95, 20, bet365, 3-2, +19,
Soccer, 20/05 20:00, ECU1, Live, 5′ El Nacional – LDU Quito 0:0 (0-0), 2 asian, 1.88, 20, bet365, 2-1, -20,
Soccer, 20/05 23:00, PER2, Live, 2′ Alfredo Salinas – Santa Rosa 0:0 (0-0), 1 asian, 1.72, 20, bet365, 1-3, -20,
Soccer, 22/05 22:00, VEN2, Live, 23′ Lala – Margarita (0-0), over 2.75, 1.85, 15, pinnacle, 1-2, +6.35,
Soccer, 22/05 22:30, VEN2, Live, 34′ Deportivo Petare – Diamantes Guayana 0:0 (0-0), 2 asian, 1.73, 10, pinnacle, 0-0, 0,
Soccer, 24/05 00:00, ECU2, Live, 5′ Olmedo – Manta 0:0.75 (0-0), 1 asian, 1.88, 15, bet365, 1-1, -15,
Soccer, 26/05 00:30, PAR1, Live, 6′ 3 de Febrero – Independiente 0:0.25 (0-0), 2 asian, 1.75, 20, bet365, 0-2, +15,
Soccer, 26/05 01:30, PERRES, Pre-Match, Melgar B’ – Ayacucho B’ 0:0.5, 1 asian, 1.80, 15, bet365, 3-0, +12,
Soccer, 26/05 21:00, URU2, Pre-Match, Central Espanol – Miramar Misiones, X2, 1.80, 15, bet365, 3-0, -15,
Soccer, 27/05 03:00, CHI1, Pre-Match, Universidad Catolica – Antofagasta 0:0.75, 1 Asian, 1.90, 20, pinnacle, 0-0, -20,
Soccer, 27/05 21:00, URU1, Live, 20′ Boston River – Defensor Sporting 0.5:0 (1-0), 2 asian, 1.83, 20, bet365, 1-2, +16.5,
Soccer, 27/05 21:30, PER1, Live, 3′ Academia Cantolao – San Martin 0:0 (0-0), 2 asian, 1.95, 20, bet365, 1-1, 0,
Soccer, 27/05 22:00, VEN2, Live, 15′ Chico de Guayana – Petroleros Anzoategui 0:0.75 (0-0), 1 asian, 1.80, 15, pinnacle, 0-1, -15,
Soccer, 27/05 23:30, PAR1, Live, 2′ Cerro Porteno – General Diaz 0:0.75 (0-0), 1 asian, 1.80, 20, bet365, 4-1, +16,
Soccer, 28/05 00:00, PER1, Live, 2′ Alianza Lima – Sport Boys 0:0.75 (0-0), 1 asian, 1.90, 20, bet365, 1-0, +9,
Soccer, 28/05 01:40, PAR1, Pre-Match, Deportivo Santani – Sportivo Luqueno 0:0, 1 asian, 1.88, 20, pinnacle, 3-0, +17.54,
Soccer, 30/05 21:00, URU1, Live, 21′ River Plate – Boston River 0:0 (0-0), 1 asian, 2.03, 20, bet365, 1-0, +20.5,
Soccer, 31/05 21:00, URU1, Live, 16′ Cerro – Montevideo Wanderers 0:0 (0-0), 1 asian, 2.03, 20, bet365, 2-1, +20.5,
Soccer, 02/06 21:30, ESP2, Live, 45′ Granada – Cadiz (1-0), over 2.5, 2.08, 15, bet365, 2-1, +16.13,
Soccer, 03/06 16:15, URU1, Live, 3′ Fenix – Cerro 0:0 (0-0), 2 asian, 1.83, 20, bet365, 1-1, 0,
Soccer, 03/06 16:15, URU1, Live, 73′ Fenix – Cerro (1-0), over 1.5, 1.78, 20, bet365, 1-1, +15.5,
Soccer, 03/06 20:00, ECU1, Live, 37′ Aucas – Guayaquil City 0:0.75 (0-0), 1 asian, 1.85, 20, bet365, 1-1, -20,
Soccer, 03/06 21:00, URU1, Live, 2′ M. Wanderers – Liverpool 0:0.25 (0-0), 2 asian, 1.78, 20, bet365, 1-0, -20,
Soccer, 03/06 21:30, PER1, Live, 6′ Academia Cantolao – Ayacucho 0:0.75 (0-0), 1 asian, 1.90, 20, bet365, 3-2, +9,
Soccer, 03/06 23:00, CHI2, Live, 2′ Nublense – Magallanes (0-0), 1, 2.00, 20, bet365, 2-1, +20,
Soccer, 04/06 00:01, URU1, Live, 9′ Torque – Defensor Sporting 0.25:0 (0-0), 2 asian, 1.90, 20, bet365, 1-0, -20,
Soccer, 06/06 21:00, URU1, Live, 8′ Liverpool – Rampla Juniors (0-0), over 2.5, 2.03, 20, bet365, 2-1, +20.5,
Soccer, 07/06 21:00, URU1, Live, 4′ Progreso – Torque 0:0 (0-0), 1 asian, 1.70, 25, pinnacle, 0-2, -25,
Soccer, 07/06 21:00, URU1, Pre-Match, Atenas – Boston River 0:0.25, 2 asian, 1.87, 20, pinnacle, 1-0, -20,
Soccer, 09/06 23:30, PER1, Live, 8′ UTC Cajamarca – Sport Rosario 0:0.5 (0-0), 1 asian, 1.73, 20, bet365, 1-1, -20,
Soccer, 10/06 01:30, PERRES, Pre-Match, Real Garcilaso B’ – Alianza Lima B’ 0:0.75, 1 asian, 1.88, 15, bet365, 1-0, +6.56,
Soccer, 10/06 04:00, PER1, Pre-Match, Real Garcilaso – Alianza Lima 0:0.75, 1 asian, 1.85, 20, pinnacle, 2-0, +16.94,
Soccer, 10/06 20:00, ECU1, Pre-Match, Tecnico Universitario – Macara 0.5:0, 1 asian, 1.83, 20, pinnacle, 0-2, -20,
Soccer, 10/06 22:00, BRA1, Pre-Match, Bahia – Botafogo 0:0.5, 2 asian, 2.03, 20, pinnacle, 3-3, +20.6,
Soccer, 10/06 22:00, CHICUP, Pre-Match, Cobresal – Everton 0:0.5, 2 asian, 1.78, 20, pinnacle, 0-0, +15.62,
Soccer, 10/06 22:30, ECU2, Live, 20′ Fuerza Amarilla – Puerto Quito 0:0.75 (0-1), 1 asian, 1.78, 20, bet365, 2-2, +7.75,
Soccer, 10/06 23:30, PER2, Live, 1′ Union Huaral – Juan Aurich 0:0 (0-0), 1 asian, 2.05, 20, bet365, 1-0, +21,
Soccer, 14/06 01:30, BRA1, Pre-Match, Sport Recife – Gremio 0:0, 1 asian, 1.84, 25, pinnacle, 0-0, 0,
Soccer, 16/06 04:00, ECU1, Pre-Match, Tecnico Universitario – LDU Quito 0.75:0, 2 asian, 1.79, 25, pinnacle, 0-1, +9.84,
Soccer, 16/06 23:30, ECU2, Pre-Match, Orense – LDU Portoviejo 0:0, 2 asian, 1.90, 20, pinnacle, 0-1, +18,
Soccer, 17/06 00:01, CHICUP, Pre-Match, Antofagasta – Copiapo 0:1.25, 2 asian, 1.82, 20, pinnacle, 2-1, +8.2,
Soccer, 17/06 18:00, WC, Live, 72′ Germany – Mexico 0:1.5 (5-1 cks), 1 asian cks, 1.99, 15, pinnacle, 8-1, +14.85,
Soccer, 18/06 21:00, WC, Live, 50′ Tunisia – England 0.75:0 (1-1), 2 asian, 1.82, 20, pinnacle, 1-2, +8.2,
Soccer, 19/06 15:00, WC, Live, 60′ Colombia – Japan (1-1), over 2.5, 1.75, 15, pinnacle, 1-2, +11.25,
Soccer, 19/06 21:00, WC, Pre-Match, Russia – Egypt 0:0.5, 2 asian, 1.92, 15, pinnacle, 3-1, -15,
Soccer, 24/06 22:00, CHI3, Live, 19′ Recoleta – Vallenar 0:0.25 (0-0), 2 asian, 1.90, 15, bet365, 0-1, +13.5,
Soccer, 24/06 23:00, ECU1, Pre-Match, Macara – El Nacional 0:0.25, 2 asian, 1.90, 25, bet365, 2-0, -25,
Soccer, 25/06 21:00 26-06 21:00 28-06 21:00, WC WC WC, Pre-Match, Group B. Portugal Group D. Nigeria Group G. England, To qualify Not to qualify To quaify, 1.82, 30, bet365, Yes Yes Yes, +24.6,
Soccer, 27/06 17:00 25-06 21:00, WC WC, Pre-Match, Group F. Germany Group B. Iran, To qualify Not to qualify, 1.71, 30, bet365, No Yes, -30,
Soccer, 01/07 21:00, PER2, Live, 42′ Alianza Atletico – Union Huaral 0:0 (0-0), 2 asian, 1.98, 15, bet365, 2-1, -15,
Soccer, 01/07 22:30, CHICUP, Live, 37′ Nublense – Cobresal 0:1 (0-0), 2 asian, 1.86, 20, pinnacle, 0-1, +17.2,
Soccer, 01/07 23:00, ECU2, Live, 18′ Fuerza Amarilla – LDU Loja 0:0.75 (0-0), 1 asian, 2.00, 20, bet365, 2-1, +10,
Soccer, 08/07 05:00, FRIE, Pre-Match, Monterrey – Santos, 1 DNB, 1.83, 15, bet365, 1-0, +12.45,
Soccer, 08/07 22:30, CHICUP, Live, 67′ Cobresal – Palestino 0:0 (1-1), 1 asian, 1.90, 15, pinnacle, 1-1, 0,
Soccer, 11/07 21:00, WC, Pre-Match, Croatia – England 0.5:0, 1 asian, 1.73, 15, pinnacle, 1-1, +10.9,
Soccer, 12/07 02:30, FRIE, Pre-Match, San Francisco – Santos Guapiles, 1X, 1.72, 15, bet365, 2-0, +10.8,
Soccer, 13/07 02:30, FRIE, Pre-Match, San Carlos – Guadalupe 0.25:0, 1 asian, 2, 15, bet365, 2-1, +15,
Soccer, 14/07 21:00, PER2, Live, 10′ Coopsol – Sport Victoria 0:0.75 (0-0), 1 asian, 1.92, 15, bet365, 2-0, +13.8,
Soccer, 15/07 01:00, FRIE, Pre-Match, Queretaro – Herediano 0:0.75, 1 asian, 1.80, 15, bet365, 2-0, +12,
Soccer, 21/07 19:15, ECU2, Live, 4′ Manta – Gualaceo 0:0.75 (0-0), 1 asian, 1.85, 20, bet365, 2-2, -20,
Soccer, 21/07 21:00, URU1, Live, 19′ Boston River – River Plate 0:0 (0-0), 2 asian, 2.00, 20, bet365, 2-3, +20,
Soccer, 22/07 20:00, MEX1, Live, 8′ Toluca – Monarcas 0:0.75, 1 asian, 1.95, 20, bet365, 2-0, +19,
Soccer, 22/07 21:00, URU1, Pre-Match, Rampla Juniors – Fenix, under 2.5, 1.70, 20, bet365, 1-0, +14,
Soccer, 22/07 22:00, BOL1, Pre-Match, Sport Boys – Destroyers, X2, 1.75, 20, bet365, 3-0, -20,
Soccer, 22/07 22:30, VEN1, Live, 4′ Estudiantes Caracas – Monagas 0:0 (0-0), 1 asian, 2.09, 20, pinnacle, 0-1, -20,
Soccer, 22/07 23:00, ECU1, Live, 16′ Aucas – Deportivo Cuenca 0:0.5 (0-1), 1 asian, 1.75, 25, bet365, 1-3, -25,
Soccer, 24/07 21:15, PER1, Live, 15′ San Martin – Sport Rosario 0:0.75 (0-0), 1 asian, 1.90, 20, bet365, 0-1, -20,
Soccer, 28/07 03:00, CHI1, Pre-Match, Huachipato – Union Espanola 0:0.5, 2 asian, 1.90, 25, pinnacle, 1-1, +22.5,
Soccer, 28/07 22:00, BOL1, Live, 7′ Royal Pari – U de Sucre 0:0.75 (0-0), 1 asian, 1.90, 20, bet365, 3-0, +18,
Soccer, 29/07 04:00, PER1, Pre-Match, Sport Boys – San Martin 0:0.25, 2 asian, 1.89, 20, pinnacle, 3-2, -20,
Soccer, 29/07 20:00, MEX1, Pre-Match, Pumas – Necaxa 0:0, 1 asian, 1.72, 20, pinnacle, 5-3, +14.38,
Soccer, 29/07 20:00, GUAT, Live, 41′ Sanarate – Petapa 0:0.75 (1-1), 1 asian, 1.88, 20, bet365, 2-2, -20,
Soccer, 29/07 22:00, CHI1, Pre-Match, San Luis – Deportes Temuco 0:0, 1 asian, 1.73, 20, pinnacle, 1-2, -20,
Soccer, 29/07 23:30, PER2, Pre-Match, Sport Victoria – Santa Rosa 0:0.5, 2 asian, 1.73, 15, bet365, 1-0, -15,
Soccer, 30/07 23:50, PAR1, Pre-Match, Sol America – Dep. Capiata 0:0.5, 2 asian, 1.77, 20, pinnacle, 2-2, +15.4
